"","time"
"126",14.3472810447456
"127",1.14915238693357
"128",9.60379351861775
"129",0.0099778610514517
"130",16.2206945568323
"131",15.4965711571276
"132",52.655742743326
"133",15.9893024666235
"134",2.7067048160349
"135",14.2960386537015
"136",16.7666105367243
"137",44.0263624836631
"138",93.5092795589819
"139",10.2198637303722
"140",31.6060043579403
"141",29.0532887342532
"142",2.73019293788821
"143",11.408721301783
"144",29.8547213286861
"145",6.8734094759563
"146",104.875656870776
"147",133.23914463807
"148",10.1655881983177
"149",72.632972528302
"150",19.5292077446356
"151",18.7048330530524
"152",0.0245122332125902
"153",23.7045527490254
"154",52.8692940224834
"155",8.66715238429606
"156",14.6870250580832
"157",19.0627935994416
"158",29.0401921470882
"159",3.68921284524316
"160",25.9281313214276
"161",7.11844298522919
"162",37.520976186401
"163",19.5455940579996
"164",2.17160921909696
"165",3.32621797453612
"166",10.8221648354083
"167",17.0780217507854
"168",8.9519136864692
"169",33.210477036095
"170",26.4163093349401
"171",4.0925723919645
"172",15.6802025204524
"173",43.7875516306302
"174",21.4823959493204
"175",82.8737845420282
"176",30.3864357701007
"177",53.3228624400623
"178",62.2718831126518
"179",21.577278774834
"180",35.9078562060807
"181",7.45794660004943
"182",59.8987867285438
"183",12.7313706278801
"184",3.09505191631615
"185",6.61873205099255
"186",11.6430316200254
"187",21.1386536032785
"188",24.4477862386469
"189",12.283574603498
"190",22.2476346964452
"191",29.9406193836097
"192",41.0188670630071
"193",84.6976659396544
"194",3.94757886866276
"195",21.558415018772
"196",9.35741838470042
"197",9.78721780702472
"198",58.0798118163772
"199",10.22159953136
"200",30.8368304079834
"201",5.82067688461393
"202",11.0759176220745
"203",13.1875362899154
"204",9.72856225445867
"205",31.1021494945947
"206",70.3072670788061
"207",13.3185665449128
"208",41.5657669665728
"209",47.460817468626
"210",13.5415803501382
"211",3.77651264425367
"212",15.8685984089971
"213",13.989214967005
"214",12.8300872771069
"215",1.96399128064513
"216",4.80649800505489
"217",38.3088386791263
"218",34.3535398865554
"219",27.821341044115
"220",11.6409190697595
"221",18.9806202566251
"222",91.9090644964829
"223",30.865403812981
"224",17.8928612312302
"225",34.193750979598
"226",8.83229529402963
"227",64.0576789304059
"228",62.3938338234465
"229",89.7030591169253
"230",1.30060294177383
"231",42.194204625947
"232",1.94729397371276
"233",39.4161036784265
"234",9.00632754899561
"235",42.6061964568622
"236",44.0683772461792
"237",3.90276402700692
"238",6.91110057289217
"239",13.2753297127783
"240",4.77796986233443
"241",5.23541579023004
"242",57.624531087739
"243",75.7606975510161
"244",7.00753643643111
"245",34.9775809595797
"246",0.281880274415016
"247",28.4640886901382
"248",8.74212423339486
"249",0.975173329934478
"250",69.7845422730478
"251",22.18581254468
"252",3.73612042050809
"253",11.4911089092493
"254",42.1357838784285
"255",32.4089720460091
"256",1.61623613852348
"257",42.592152817394
"258",148.081113296121
"259",0.225060023367405
"260",25.5335703200165
"261",4.9456297326833
"262",28.1507079100773
"263",5.75715864496343
"264",20.3422572696581
"265",11.7029151557063
"266",40.5592184966866
"267",19.1707204235718
"268",5.53898179437965
"269",9.444809560664
"270",12.0244865957648
"271",32.1844852883067
"272",6.20877715378768
"273",48.4682283525295
"274",14.1003141039982
"275",4.73200919106603
"276",79.1131311430972
"277",3.19120567291975
"278",71.297953255419
"279",1.80670655203846
"280",39.690102561048
"281",7.67853902605894
"282",61.8445082542427
"283",33.6674658010218
"284",2.33036985394845
"285",4.7782848123461
"286",35.8136949675593
"287",11.4070236682892
"288",18.5025816829875
"289",14.3439907953143
"290",9.11144747170234
"291",23.0328840078892
"292",10.2193051809445
"293",32.5456669564235
"294",25.9345779741619
"295",200.831536732447
"296",20.9319133603265
"297",57.9957744081445
"298",75.7378593235653
"299",45.7685430136449
"300",17.6771884085611
"301",82.9561549573581
"302",40.2161232835118
"303",14.8582175234333
"304",14.5505701750517
"305",26.2450276582006
"306",22.5582416840621
"307",19.599472344853
"308",21.2008442065183
"309",32.9906347195122
"310",19.7395759122446
"311",14.066617526114
"312",18.3689438877627
"313",27.9669104002361
"314",36.6542418009106
"315",22.7868901925597
"316",41.4369359134201
"317",9.93835468263771
"318",69.9942778571885
"319",22.5224443264449
"320",4.03138204667904
"321",15.3965223228637
"322",2.78425800148398
"323",60.844316424144
"324",38.2944404134963
"325",18.4613079065457
"326",31.8832296306703
"327",20.2287764428183
"328",29.3372536438022
"329",16.0138974292204
"330",46.7514591988734
"331",20.9781711535964
"332",33.2956301594589
"333",25.8846463622961
"334",10.9646723326296
"335",50.468055901391
"336",29.682962669662
"337",0.814955429206533
"338",15.3256400534883
"339",24.0768693654302
"340",9.84720409847796
"341",8.50117321111188
"342",11.2895788578317
"343",34.0535809087071
"344",12.132547946604
"345",0.459459247067571
"346",10.3658476285636
"347",17.0051649073139
"348",4.5998155279085
"349",12.4689293000847
"350",45.8242943808322
"351",1.88229092048783
"352",7.78623613279441
"353",61.1033423219748
"354",32.4809039744053
"355",25.4414719516847
"356",43.0428357301712
"357",13.9646926196292
"358",27.2460266257642
"359",15.8412072714418
"360",3.01941441837698
"361",19.6467496873811
"362",44.8381356124706
"363",11.4975295029581
"364",17.3936651553959
"365",18.2252020854503
"366",112.628589284824
"367",3.09038482342278
"368",58.5219109964497
"369",11.5362524986267
"370",106.923705483061
"371",29.8046000382367
"372",14.9682919727638
"373",3.31939831841737
"374",6.52807014528662
"375",31.1167569445882
"376",246.695379582341
"377",7.96333323698491
"378",9.08180313650519
"379",32.4602982389245
"380",23.0773401340284
"381",5.88859501294792
"382",18.8976045046002
"383",32.7577201264415
"384",26.6891713254031
"385",10.1140690594912
"386",6.23170563485473
"387",66.2177275642197
"388",131.325621426376
"389",25.8337585883777
"390",5.91052343409808
"391",7.45149373076856
"392",4.06525431666523
"393",13.9545009518042
"394",107.265281242536
"395",10.946966484189
"396",40.5368663637403
"397",7.70276416093111
"398",5.46321286819875
"399",23.4907819690619
"400",22.0436462747369
