"","time"
"210",11.5528824238572
"211",10.5670971202198
"212",10.2096027741209
"213",11.7155701608863
"214",14.6015084185638
"215",12.138267387636
"216",14.7586599527858
"217",14.2066043324303
"218",10.8427779574413
"219",13.7397713842802
"220",13.3648804377299
"221",13.5998687637039
"222",14.1790976352058
"223",10.3307767002843
"224",10.4601211112458
"225",14.1571947210468
"226",10.1921126735397
"227",13.7065389135387
"228",14.364710355876
"229",11.7839756316971
"230",13.4283267753199
"231",11.037392122671
"232",11.4620412525255
"233",14.3242652050685
"234",10.0691854429897
"235",11.9846880878322
"236",14.0659592684824
"237",12.697145404527
"238",14.1319276869763
"239",12.3603629099671
"240",14.5658117521089
"241",10.3946801100392
"242",12.3839985905215
"243",14.1681705135852
"244",12.521205113735
"245",14.1548054455779
"246",11.8336768762674
"247",11.2154096388258
"248",10.4202884342521
"249",10.3859225474298
"250",13.3899798465427
"251",11.1717711272649
"252",13.4674432838801
"253",12.0794652577024
"254",13.705821550684
"255",10.4652280395385
"256",11.3232897350099
"257",13.6459631368052
"258",11.271503882017
"259",14.8007406876422
"260",11.2139042187482
"261",14.6325792977586
"262",11.3801726186648
"263",13.1357565277722
"264",10.395495344419
"265",14.1356909566093
"266",11.5293733438011
"267",10.9378482575994
"268",13.0846656160429
"269",12.6651554438286
"270",14.1943859762978
"271",13.1396314431913
"272",11.9334274705034
"273",12.6583548728377
"274",10.6254255329259
"275",13.4345159342047
"276",12.6227689627558
"277",14.7714539896697
"278",11.0326395591255
"279",12.86719279713
"280",13.675807134714
"281",14.2389938246924
"282",10.5343864904717
"283",12.5839819689281
"284",14.9194023187738
"285",13.2232369238045
"286",11.986014485592
"287",14.2150848964229
"288",10.6400185648818
"289",13.5035665670875
"290",13.4726260823663
"291",13.4792102139909
"292",13.149604377104
"293",13.0143317463808
"294",12.8158179332968
"295",10.8679665008094
"296",10.8230884221848
"297",13.681758394232
"298",12.8241647942923
"299",10.8515092288144
"300",14.2954143229872
"301",12.8821974678431
"302",11.9782323320396
"303",12.1732193650678
"304",13.8226190605201
"305",13.535734906327
"306",11.9232693605591
"307",13.1933280150406
"308",10.9108156361617
"309",14.5682336925529
"310",13.7535474263132
"311",14.458972774446
"312",14.8999721114524
"313",12.4136720213573
"314",14.3276971380692
"315",11.7300643329509
"316",12.7649256482255
"317",14.9892685224768
"318",14.5311586407479
"319",13.3488384704106
"320",10.1016830326989
"321",10.386578659527
"322",11.0137100133579
"323",12.4564573448151
"324",13.0623157613445
"325",13.9250394061673
"326",11.71037243912
"327",12.4720279604662
"328",11.2944034475368
"329",14.594592229696
"330",14.1721648792736
"331",11.1181595409289
"332",14.9168763530906
"333",13.3927008230239
"334",10.5681014154106
"335",13.6069687583949
"336",12.7949230989907
"337",12.0489254570566
"338",13.0373628542293
"339",12.515713047469
"340",10.8950478082988
"341",11.1877350695431
"342",12.2313362464774
"343",10.962392463116
"344",11.2476581323426
"345",12.4447622476146
"346",10.2571211720351
"347",13.2779090665281
"348",13.7819048354868
"349",14.5844100322574
"350",10.0418539822567
"351",10.8648578100838
"352",12.9042218602262
"353",14.9596340314019
"354",13.9631134038791
"355",12.4523167090956
"356",11.3603302300908
"357",13.111645092722
"358",10.8692287071608
"359",10.1093152153771
"360",11.3636147615034
"361",13.1083800864872
"362",14.7787836496718
"363",12.7991758997086
"364",13.7718867929652
"365",11.3193983223755
"366",12.0512739685364
"367",14.3775688798632
"368",12.0850769069511
"369",11.7099799762946
"370",14.9495588976424
"371",10.976886494318
"372",13.6939600331243
"373",13.5063388943672
"374",10.4129366856068
"375",10.3177426429465
"376",12.3275641782675
"377",11.1123009701259
"378",10.5975537386257
"379",10.773628319148
"380",11.9868175825104
"381",12.4540296941996
"382",10.5339124891907
"383",12.2501316096168
"384",11.3560831209179
"385",10.5721734825056
"386",12.1213577815797
"387",14.2195525777061
"388",13.6931014200673
"389",11.5074991574511
"390",14.3090413836762
"391",11.0133767058142
"392",13.3750443183817
"393",14.2701460339595
"394",11.353896483779
"395",11.8708424945362
"396",11.0443149297498
"397",11.4859310968313
"398",12.0851927541662
"399",13.0525895301253
"400",11.2056935450528
"401",14.2341756704263
"402",13.7881420669146
"403",13.3723840350285
"404",13.3826546254568
"405",10.5015739717055
"406",14.8717447195668
"407",13.7039240810554
"408",14.393640490016
"409",14.8008574848063
"410",11.6282548382878
"411",12.4698870850261
"412",13.249546980951
"413",13.8223546894733
"414",10.3813416464254
"415",14.2775738809723
"416",13.3134113193955
"417",11.3597415748518
"418",14.824536642991
"419",10.3522853692994
"420",10.3026735235471
"421",12.8805818583351
"422",11.1594294640236
"423",10.6224615313113
"424",13.5064084944315
"425",14.8063555173576
"426",14.769746272359
"427",12.5166515354067
"428",11.5081168769393
"429",12.1281652722973
"430",12.0253611169755
"431",14.3341064581182
"432",13.2279083190951
"433",14.5766639593057
"434",11.6738489433192
"435",10.0974460237194
"436",14.5722085225862
"437",10.5744810588658
"438",13.2941348210443
"439",11.0345978208352
"440",12.3933088581543
"441",13.9325886662118
"442",11.8585439375602
"443",12.9025056178216
"444",12.993426641915
"445",14.7879372129682
"446",14.7521962481551
"447",11.1076831060927
"448",11.7655030847527
"449",11.8713511247188
"450",11.6209502855781
"451",12.0065426628571
"452",12.4010460043792
"453",12.400085690897
"454",13.5395028314088
"455",12.1322277688887
"456",13.5969495249446
"457",10.1639033562969
"458",14.4005084270611
"459",12.3119430954102
"460",12.2189967904706
"461",13.7496652081609
"462",10.3606422734447
"463",13.9279107516631
"464",12.8672426752746
"465",11.6755078127608
"466",13.7711663381197
"467",10.0572301668581
"468",13.718701119069
"469",11.6123898525257
"470",11.3096253480762
"471",13.410626668483
"472",11.6459674807265
"473",13.3594232227188
"474",14.3709925713483
"475",14.9935319565702
"476",10.622696778737
"477",10.5536519980524
"478",13.0607399763539
"479",13.6131004872732
"480",10.6579243997112
"481",14.3230135529302
"482",14.4524481135886
"483",13.9230033138301
"484",11.0555264877621
"485",13.7011853011791
"486",14.7083952091634
"487",13.6212060751859
"488",13.5541979339905
"489",10.04072742071
"490",12.5052797363605
"491",11.4912081300281
"492",11.4293202571571
"493",14.5969158108346
"494",11.2137695692945
"495",10.076452238718
"496",13.9901537750848
"497",13.4879709116649
"498",11.7174935736693
"499",10.5840629094746
"500",14.4466630613897
